(0.0, ((4636.0, 7202.0), (4810.0, 7003.0), (4578.0, 6830.0)))
(0.0, ((7795.0, 5427.0), (7411.0, 5492.0), (7663.0, 5611.0)))
(0.0, ((7851.0, 5569.0), (7818.0, 5852.0), (7599.0, 5961.0)))
(0.0, ((4578.0, 6830.0), (4392.0, 6497.0), (4289.0, 6671.0)))
(0.0, ((4743.0, 7535.0), (4456.0, 7483.0), (4524.0, 7643.0)))
(0.0, ((7333.0, 6175.0), (7572.0, 6233.0), (7599.0, 5961.0)))
(0.0, ((4810.0, 7003.0), (4897.0, 6717.0), (4578.0, 6830.0)))
(0.0, ((4456.0, 7483.0), (4743.0, 7535.0), (4636.0, 7202.0)))
(0.0, ((7534.0, 6512.0), (7811.0, 6277.0), (7572.0, 6233.0)))
(0.0, ((4210.0, 9966.0), (4354.0, 9661.0), (4009.0, 9690.0)))
(0.0, ((6162.0, 1918.0), (5840.0, 1959.0), (5954.0, 2076.0)))
(0.0, ((7599.0, 5961.0), (7275.0, 5666.0), (7411.0, 5492.0)))
(0.0, ((4578.0, 6830.0), (4392.0, 6497.0), (4749.0, 6434.0)))
(0.0, ((4578.0, 6830.0), (4320.0, 7164.0), (4253.0, 7004.0)))
(0.0, ((4893.0, 2030.0), (4703.0, 1913.0), (5006.0, 1914.0)))
(0.0, ((4501.0, 4689.0), (4880.0, 4813.0), (4576.0, 4837.0)))
(0.0, ((7411.0, 5492.0), (7546.0, 5317.0), (7795.0, 5427.0)))
(0.0, ((4743.0, 7535.0), (4636.0, 7202.0), (4818.0, 7401.0)))
(0.0, ((6682.0, 1534.0), (7001.0, 1400.0), (6976.0, 1557.0)))
(0.0, ((4636.0, 7202.0), (4456.0, 7483.0), (4388.0, 7323.0)))
(0.0, ((6002.0, 1567.0), (5651.0, 1240.0), (5734.0, 1127.0)))
(0.0, ((6069.0, 2194.0), (6459.0, 2078.0), (6183.0, 2312.0)))
(0.0, ((6145.0, 5144.0), (6032.0, 4906.0), (5908.0, 5050.0)))
(0.0, ((4970.0, 7134.0), (4894.0, 7268.0), (4810.0, 7003.0)))
(0.0, ((6002.0, 1567.0), (5611.0, 1723.0), (5517.0, 1364.0)))
(0.0, ((4578.0, 6830.0), (4749.0, 6434.0), (4823.0, 6575.0)))
(0.0, ((5985.0, 1060.0), (5734.0, 1127.0), (6002.0, 1567.0)))
(0.0, ((4578.0, 6830.0), (4185.0, 6844.0), (4289.0, 6671.0)))
(0.0, ((6412.0, 2547.0), (6459.0, 2078.0), (6726.0, 2529.0)))
(0.0, ((4971.0, 6859.0), (5045.0, 7000.0), (4810.0, 7003.0)))
(0.0, ((7049.0, 2164.0), (6741.0, 2088.0), (6900.0, 2025.0)))
(0.0, ((4810.0, 7003.0), (4897.0, 6717.0), (4971.0, 6859.0)))
(0.0, ((4496.0, 6324.0), (4749.0, 6434.0), (4674.0, 6292.0)))
(0.0, ((4749.0, 6434.0), (4392.0, 6497.0), (4496.0, 6324.0)))
(0.0, ((5517.0, 1364.0), (6002.0, 1567.0), (5651.0, 1240.0)))
(0.0, ((4667.0, 7669.0), (4524.0, 7643.0), (4591.0, 7802.0)))
(0.0, ((4674.0, 6292.0), (4496.0, 6324.0), (4600.0, 6150.0)))
(0.0, ((6707.0, 1202.0), (6357.0, 965.0), (6543.0, 917.0)))
(0.0, ((7973.0, 6648.0), (8246.0, 6564.0), (8179.0, 6755.0)))
(0.0, ((1486.0, 4413.0), (1878.0, 4319.0), (1747.0, 4739.0)))
(0.0, ((6925.0, 1869.0), (6678.0, 1856.0), (6950.0, 1713.0)))
(0.0, ((4971.0, 6859.0), (5093.0, 6847.0), (5045.0, 7000.0)))
(0.0, ((8147.0, 7016.0), (8179.0, 6755.0), (8359.0, 6848.0)))
(0.0, ((4600.0, 6150.0), (4688.0, 6008.0), (4783.0, 6149.0)))
